Category,Name,ASIN,Seller,Date Shipped,Price($),Items Shipped,Returns,Revenue($),Ad Fees($)
Kitchen & Dining,"Electric Salt and Pepper Grinder sets, Automatic Operation Pepper and Salt Mill, Adjustable Coarseness Battery Powered Grinding Pepper (2 Pack)",B08D6D5TRP,3rd Party,06/09/2022 04:24,16.99,1,0,16.99,1.7
Home,Danjor Linens King Size Bed Sheets Set - 1800 Series 6 Piece Bedding Sheet & Pillowcases Sets w/ Deep Pockets - Fade Resistant & Machine Washable - Wh,B079SJ3M83,3rd Party,06/09/2022 01:25,18.99,1,0,18.99,1.9
Books & Textbooks,"Minimalista: Your Step-by-Step Guide to a Better Home, Wardrobe, and Life",1984859277,Amazon.com,06/09/2022 00:15,21.57,1,0,21.57,0.97
Kitchen & Dining,"Salt and pepper grinder set, stainless steel manual pepper grinder, adjustable thickness, suitable for kitchen, barbecue, picnic, 2 packs",B094FXKKNL,3rd Party,05/09/2022 23:55,24.29,1,0,24.29,2.43
Home,"BISSELL Little Green Multi-Purpose Portable Carpet and Upholstery Cleaner, 1400B",B0016HF5GK,Amazon.com,05/09/2022 22:56,109.59,1,0,109.59,10.96
Furniture,Nearly Natural 82” Olive Artificial Silk Trees Green,B07MWSRTYR,Amazon.com,05/09/2022 21:39,103.99,1,0,103.99,10.4
Kindle Books,Love on the Brain,B09PQFL2J7,3rd Party,05/09/2022 18:40,10.99,1,0,10.99,0.44
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Blac",B09QK75511,3rd Party,05/09/2022 18:23,39.98,1,0,39.98,4
Home,"Deconovo Solid Room Darkening Blackout Curtains, Rod Pocket and Back Tab Blackout Curtains for Living Room, 42x95 Inch, Light Beige, 2 Panels",B08DTN7YF2,3rd Party,05/09/2022 17:04,32.99,0,1,-32.99,-3.3
Home,"Deconovo Solid Room Darkening Blackout Curtains, Rod Pocket and Back Tab Blackout Curtains for Living Room, 42x95 Inch, Light Beige, 2 Panels",B08DTN7YF2,3rd Party,05/09/2022 16:51,32.99,0,1,-32.99,-3.3
Kitchen & Dining,"Electric Salt and Pepper Grinder Set - Automatic, Refillable, Battery Operated Stainless Steel Spice Mills with Light - One Handed Push Button Pepperc",B07QNVRRFV,3rd Party,05/09/2022 16:14,26.59,1,0,26.59,2.66
Beauty & Grooming,"J.R. Watkins Gel Hand Soap Refill, Moisturizing Hand Wash, All Natural, Alcohol-Free, Cruelty-Free, USA Made, Lavender, 34 Fl Oz, 3 Pack",B0B192KHW9,Amazon.com,05/09/2022 14:35,19.38,1,0,19.38,0.58
Kitchen & Dining,"mDesign Woven Farmhouse Kitchen Pantry Food Storage Organizer Basket Bin Box - Container Organization for Cabinets, Cupboards, Shelves, Countertops - ",B09D1NYQHM,3rd Party,05/09/2022 14:29,76.99,1,0,76.99,7.7
Home,Turkish Hand Towel Set of 4 Stripe Peshtemal Towel 100% Cotton 45x20 Light Weight Thin Quick Dry Hand Bath Hair Gym Face Tea Kitchen Dishcloth Set Dec,B08RJ53STQ,3rd Party,05/09/2022 12:23,26.95,0,1,-26.95,-2.7
Kitchen & Dining,"Reduce 50 oz Mug Tumbler, Stainless Steel with Handle – Keeps Drinks Cold up to 36 Hours – Sweat Proof, Dishwasher Safe, BPA Free – Pink Cotton, Opaqu",B08HDMPC9Y,3rd Party,05/09/2022 11:21,29.99,0,1,-29.99,-3
Clothing & Accessories,Lingswallow 2 Piece Women Lounge Sets - Sleeveless Crop Top and Shorts Waffle Lounge Set Tracksuits Sweatsuits for Women,B09LQRH64F,3rd Party,05/09/2022 10:49,21.59,0,1,-21.59,-0.86
Furniture,"Limari Home Palo Verde Nightstand, Grey, Black",B097CLWH2V,Amazon.com,05/09/2022 09:20,181.7,1,0,181.7,18.17
Furniture,"Loloi II Skye Collection SKY-14 Natural / SAGE, Traditional 7'-6"" x 9'-6"" Area Rug",B082NJJCFP,Amazon.com,05/09/2022 05:23,149.88,0,1,-149.88,-14.99
Kitchen & Dining,"Slynnar Freezable Snack Bag Lunch Box, Black",B096KV36YQ,3rd Party,05/09/2022 04:40,14.99,1,0,14.99,1.5
Home,Bloomingville Set of 2 Grey Round Decorative Cement Lids Boxes,B01CQC39TS,Amazon.com,05/09/2022 04:28,19.98,1,0,19.98,2
Kitchen & Dining,"mDesign Woven Farmhouse Kitchen Pantry Food Storage Organizer Basket Box - Container Organization for Cabinets, Cupboards, Shelves, Countertops, Store",B09D24M4FW,3rd Party,05/09/2022 01:23,78.99,1,0,78.99,7.9
Kitchen & Dining,"LYNK PROFESSIONAL® Slide Out Spice Rack Pull Out Cabinet Organizer 4-1/4 inch Wide - Double, Chrome",B07NDZWMXF,3rd Party,05/09/2022 00:33,37.4,1,0,37.4,3.74
Kitchen & Dining,"LYNK PROFESSIONAL® Slide Out Spice Rack Pull Out Cabinet Organizer 6-1/4 inch Wide - Double, Chrome",B07PGQL45Y,3rd Party,05/09/2022 00:33,49.4,1,0,49.4,4.94
Home,"Creative Co-Op Large Hand-Carved Paulownia Wood (one Will Vary) Pumpkins, Natural",B081P6MJ4P,Amazon.com,04/09/2022 23:25,16.51,1,0,16.51,1.65
Home,HUMINBO Coffee Table Decor Dried-Pampas-Grass Decor Fluffy-Pompas-Floral-50-Stems Small-Pompous-Bulk Natural-Pompus-Grasses-Short,B096ZGTQVK,3rd Party,04/09/2022 22:37,18.64,1,0,18.64,1.86
Books & Textbooks,"FYI: For Your Improvement - For Learners, Managers, Mentors, and Feedback Givers [1933578173] [9781933578170]",B07TC27GRF,3rd Party,04/09/2022 21:25,49.99,1,0,49.99,2.25
Books & Textbooks,"FYI: For Your Improvement - For Learners, Managers, Mentors, and Feedback Givers [1933578173] [9781933578170]",B07TC27GRF,3rd Party,04/09/2022 21:25,49.99,1,0,49.99,2.25
Books & Textbooks,"FYI: For Your Improvement - For Learners, Managers, Mentors, and Feedback Givers [1933578173] [9781933578170]",B07TC27GRF,3rd Party,04/09/2022 21:25,49.99,1,0,49.99,2.25
Books & Textbooks,"FYI: For Your Improvement - For Learners, Managers, Mentors, and Feedback Givers [1933578173] [9781933578170]",B07TC27GRF,3rd Party,04/09/2022 21:25,49.99,1,0,49.99,2.25
"Patio, Lawn & Garden",5 Pack Palm Artificial Plants Leaves Decorations Faux Large Tropical Palm Leaves Imitation Ferns Artificial Plants Leaf for Home Kitchen Party Flowers,B0795DB85L,3rd Party,04/09/2022 21:21,15.99,1,0,15.99,1.6
Home,HUMINBO Coffee Table Decor Dried-Pampas-Grass Decor Fluffy-Pompas-Floral-50-Stems Small-Pompous-Bulk Natural-Pompus-Grasses-Short,B096ZGTQVK,3rd Party,04/09/2022 21:03,19.42,1,0,19.42,1.94
Kitchen & Dining,"47th & Main Rustic Serving Tray, 10.2 x 5.80-Inches, Cast Iron Black",B07NHLBTD5,3rd Party,04/09/2022 19:49,19.8,1,0,19.8,1.98
Kitchen & Dining,"artisane,Havana Fruit Bowl,Paulownia Wood,Wooden Bowls for Decor,Parmesean brown",B092BDV63B,3rd Party,04/09/2022 19:49,49.95,1,0,49.95,5
Home,"Wood Riser Tray Soap, Stand Soap Tray for Kitchen Sink, Wood Pedestal for Kitchen Counter Sink Stand Decorative Rustic Bathroom Dishes for Plant Bottl",B0B1TTXHGN,3rd Party,04/09/2022 19:49,19.99,2,0,39.98,4
Home,"Natural Dried Lagurus ovatus 100 Pcs, Boho Home Decor Bouquet, Dried Bunny Tails Pampas for Dried Flowers Arrangements Wedding Bathroom Home Decor",B0841BZCB8,3rd Party,04/09/2022 19:49,16.99,1,0,16.99,1.7
Home,Wood Pedestal Stand Riser Wood Tray for Bathroom Home Kitchen Sink Holder Wooden Soap Holder for Bottles Plant Makeup Tissues Candles Guest Jewelry So,B0B4V6Q8ZQ,3rd Party,04/09/2022 19:49,18.99,1,0,18.99,1.9
Home,"NIKKY HOME Vintage Gold Table Clock, Silent Non-Ticking Battery Operated Rustic Desk Clock for Living Room Decor Shelf - Chic Décor for Tabletop, Coun",B0834V3L4K,3rd Party,04/09/2022 19:49,40.84,1,0,40.84,4.08
Luxury Beauty,"Olaplex No.4 Bond Maintenance Shampoo, 8.5 Fl Oz",B07D37PQGL,Amazon.com,04/09/2022 19:39,30,1,0,30,3
Luxury Beauty,"Olaplex No.5 Bond Maintenance Conditioner, 8.5 Fl Oz",B07D37SBHF,Amazon.com,04/09/2022 19:39,30,1,0,30,3
Luxury Beauty,"Olaplex No 6 Bond Smoother, 3.3 Fl Oz",B07PW4MTHV,Amazon.com,04/09/2022 19:39,30,1,0,30,3
Automotive,Bosch 6056C HEPA Cabin Air Filter,B01JYSX06Y,Amazon.com,04/09/2022 18:45,13.64,1,0,13.64,0.61
Outdoor Recreation,"Stanley IceFlow Stainless Steel Tumbler with Straw - Vacuum Insulated Water Bottle for Home, Office or Car - Reusable Cup with Straw Leakproof Flip - ",B08VPSGX5G,Amazon.com,04/09/2022 18:25,31,1,0,31,3.1
Grocery & Gourmet Food,"Amazon Brand - Happy Belly Tellicherry Black Pepper, Whole Peppercorn, 16 Ounces",B07QW1GH8Q,Amazon.com,04/09/2022 17:28,9.99,1,0,9.99,0.1
Automotive,"PHILTOP Engine Air Filter, EAF020 (CA10159) Replacement for Prius (2004-2009) Air Filter",B08MTPBR5D,3rd Party,04/09/2022 16:29,12.34,1,0,12.34,0.56
Handmade,Rustic French Country Wall Art Decor - Boho Art Deco Victoria Picture Bathroom - Modern Farmhouse Kitchen Poster Print - Aesthetic Vintage Landscape S,B0B86598J9,3rd Party,04/09/2022 15:04,17.98,1,0,17.98,1.8
Home,"1 Pack Battery Operated Light Bulbs for Lamps with Remote,Replacement AA Battery Light Bulb,Battery Powered LED Puck Lights With E26 Screw for Non Ele",B09XVQKXGZ,3rd Party,04/09/2022 14:59,19.9,1,0,19.9,1.99
Kitchen & Dining,"Cozee Bay Bamboo Bag Storage Organizer for Kitchen Drawer, Baggie organizer, Compatible with Gallon, Quart, Sandwich and Snack Variety Size Bags (Blac",B09QK75511,3rd Party,04/09/2022 14:35,39.98,1,0,39.98,4
Cell Phones & Accessories,HATALKIN 3 in 1 Wireless Charging Station Compatible for Apple Products Multiple Devices Apple Watch 7 SE 6 5 4 3 AirPods 3 / Pro/2 iPhone 13 12 11 Pr,B095NJXC1F,3rd Party,04/09/2022 14:35,38.3,1,0,38.3,1.53
Home Improvement,"Kitchen Rail with 6 Sliding Hooks, Wall Mount Kitchen Utensil Rack, Pan and Pot Hangers Organization and Storage Holder Set, Aluminum (Black)",B09SDFGLH9,3rd Party,04/09/2022 14:33,15.99,1,0,15.99,1.6
Home Entertainment,"Cat8 Ethernet Cable, Outdoor&Indoor, 6FT Heavy Duty High Speed 26AWG Cat8 LAN Network Cable 40Gbps, 2000Mhz with Gold Plated RJ45 Connector, Weatherpr",B07QLXC6QR,3rd Party,04/09/2022 14:29,8.99,0,1,-8.99,-0.36
Home Entertainment,"Cat8 Ethernet Cable, Outdoor&Indoor, 6FT Heavy Duty High Speed 26AWG Cat8 LAN Network Cable 40Gbps, 2000Mhz with Gold Plated RJ45 Connector, Weatherpr",B07QLXC6QR,3rd Party,04/09/2022 14:29,8.99,0,1,-8.99,-0.36
Health & Household,"Mrs. Meyer's Hand Soap Refill, Made with Essential Oils, Biodegradable Formula, Lemon Verbena, 33 fl. oz",B00F1U0YB4,Amazon.com,04/09/2022 14:06,7.23,1,0,7.23,0.07
Health & Household,"Scotch-Brite 50% Stickier Large Surface Roller Refill, Works Great On Pet Hair, 4 Refills, 60 Sheets Per Refill, 240 Sheets Total",B07XVW9ZMK,Amazon.com,04/09/2022 12:44,23.99,1,0,23.99,0.24
Home,"Howard Elliott 57027 Queen Ann Mirror, Standing, Antique Gold Leaf",B06ZY32B7R,Amazon.com,04/09/2022 10:17,272.15,1,0,272.15,27.22
"Computers, Tablets & Components","TP-Link AV2000 Powerline Adapter - 2 Gigabit Ports, Ethernet Over Power, Plug&Play, Power Saving, 2x2 MIMO, Noise Filtering, Extra Power Socket for ot",B01H74VKZU,Amazon.com,04/09/2022 09:57,89.99,0,1,-89.99,-2.25
Home Improvement,"3 Step Ladder, Aluminum Folding Step Stool with Wide Anti-Slip Sturdy Pedal, Portable Lightweight Step Stool Multi-Use for Kitchen Household and Offic",B09DSHW8LC,3rd Party,04/09/2022 09:16,85.99,1,0,85.99,8.6
Kitchen & Dining,"Electric Salt and Pepper Grinder Set - Automatic, Refillable, Battery Operated Stainless Steel Spice Mills with Light - One Handed Push Button Pepperc",B07QNVRRFV,3rd Party,04/09/2022 07:57,26.59,1,0,26.59,2.66
Kitchen & Dining,"YouCopia StoraLid Food Container Lid Organizer, Tall Dividers, White",B081F3SG2N,Amazon.com,04/09/2022 06:08,24.99,1,0,24.99,2.5
Clothing & Accessories,Womens Mini Dress Deep V-Neck Bishop Sleeve Printed Party Dresses Navy M,B09MHZ1P98,3rd Party,04/09/2022 05:47,39.99,0,1,-39.99,-1.6
Home,"EVERYDAY KIDS Toddler Nap Mat with Removable Pillow -Under Construction- Carry Handle with Fastening Straps Closure, Rollup Design, Soft Microfiber fo",B07W4F58NZ,3rd Party,04/09/2022 05:37,31.49,0,1,-31.49,-3.15
Beauty & Grooming,"BFAHE Ice Roller for Face Eye Puffiness Relief, Cold Gelice Face Roller Massager Pain Relief Cold Therapy Skin Tighten Ice Roller for Relieving Wrinkl",B09BZCDZ7F,3rd Party,04/09/2022 05:26,6.99,1,0,6.99,0.21
Home Improvement,"Kidde Carbon Monoxide Detector, AC Plug-In with Battery Backup, CO Alarm with Replacement Alert",B00M48BH30,Amazon.com,04/09/2022 04:19,14.28,0,1,-14.28,-1.43
Home,"Rubbermaid Cleverstore Clear 30 Qt/7.5 Gal, Pack of 6 Stackable Plastic Storage Containers with Durable Latching Clear Lids, Visible Storage, Great fo",B082PJN8BD,Amazon.com,04/09/2022 03:34,65.83,0,1,-65.83,-6.58
Home,"iRobot Roomba s9+ (9550) Robot Vacuum with Automatic Dirt Disposal- Empties itself, Wi-Fi Connected, Smart Mapping, Powerful Suction, Corners & Edges,",B07QXM2V6X,Amazon.com,04/09/2022 03:18,799,1,0,799,79.9
Health & Household,"Comfytemp Weighted Heating Pad for Back Pain Relief, 22""x33"" XXL Large Electric Heating Pad for Neck and Shoulders with 3 Heat Settings, 2H Auto-Off, ",B09P3FMV7X,3rd Party,04/09/2022 03:11,39.99,1,0,39.99,0.4
Health & Household,"2Pack Weekly Pill Organizer,Extra Large 7 Days Pill Cases Travel Daily Pill Box for Fish Oil, Calcium Tablets Supplements and Other Vitamin Pill",B092J51NH1,3rd Party,04/09/2022 03:11,6.88,1,0,6.88,0.07
Home,"Drawer Dividers Organizers 8 Pack, Vtopmart Adjustable 3.2"" High Expandable from 11-19"" Kitchen Drawer Organizer, Clear Plastic Drawers Separators for",B09DK9M69S,3rd Party,04/09/2022 03:11,24.99,1,0,24.99,2.5
Home,"Acrylic Qtip Holder for Qtip Brand Cotton Swabs, Qtip Dispenser, Modern Bathroom Decor, Cotton Swab Holder, Cotton Swab Dispenser, Bathroom Organizer ",B07TBW5L9D,3rd Party,04/09/2022 03:11,11.99,1,0,11.99,1.2
Cell Phones & Accessories,PERRKLD Compatible for iPhone 13 Pro Max Case Square Black Leopard Animal Print Design for Women Grils Men Soft TPU Edge Protection Shock Absorption S,B09QGSW3KG,3rd Party,04/09/2022 01:24,13.99,0,1,-13.99,-0.56
Home Improvement,"Kidde Carbon Monoxide Detector, AC Plug-In with Battery Backup, CO Alarm with Replacement Alert",B00M48BH30,Amazon.com,04/09/2022 00:01,20.46,1,0,20.46,2.05
Kitchen & Dining,"Instant Pot Duo 7-in-1 Electric Pressure Cooker, Slow Cooker, Rice Cooker, Steamer, Sauté, Yogurt Maker, Warmer & Sterilizer, Includes Free App with o",B00FLYWNYQ,Amazon.com,03/09/2022 23:09,64.99,0,1,-64.99,-6.5
Business & Industrial Supplies,Simple Modern Insulated Tumbler Cup with Straw Lid and Flip Lid | Reusable Stainless Steel Water Bottle for Cold Brew Tea Iced Coffee Travel Mug | Cla,B0B57TGZ5W,Amazon.com,03/09/2022 22:14,20.17,1,0,20.17,0.61
Home,"Deconovo Back Tab and Rod Pocket Blackout Curtains for Living Room, 42x84 Inch, Navy Blue, 2 Panels, Thermal Insulated Light Blocking Curtains",B076Y5FT5X,3rd Party,03/09/2022 19:21,19.03,1,0,19.03,1.9
Beauty & Grooming,"Palmer's Cocoa Butter Formula Moisturizing Skin Therapy Oil for Face with Vitamin E, Rosehip Fragrance, 1 Ounce",B00J1FNW28,Amazon.com,03/09/2022 19:14,9.89,1,0,9.89,0.3
Home,"Carrotez Tissue Box Cover, [Refined] Modern PU Leather Square Tissue Box Holder - Decorative Holder/Organizer for Bathroom Vanity Countertop, Night St",B08KRZF2K1,3rd Party,03/09/2022 19:09,10.99,1,0,10.99,1.1
Home,"HPD Half Price Drapes VPYC-161201-96 Plush Velvet Curtain (1 Panel), 50 X 96, Pillow White",B072VLS66K,Amazon.com,03/09/2022 18:50,44.86,2,0,89.72,8.98
Toys & Games,"Blue Power Ranger Costume, Kids Size Beast Morphers Muscle Padded Character Jumpsuit and Mask, Classic Child Size Small (4-6)",B07YYJWKX2,3rd Party,03/09/2022 18:14,39.99,1,0,39.99,1.2
Furniture,"Amazon Brand - Stone & Beam Westview Extra-Deep Down-Filled Leather Accent Chair, 43.3""W, Dark Grey",B082VL7BQ1,Amazon.com,03/09/2022 17:54,342.32,1,0,342.32,34.23
Home,"Gold Curtain Rods for Windows 48 to 84 Inch(4-7 Feet),1"" Diameter Drapery Rods with Modern Style End Cap Finials,Size:40-76 Inch",B0B537XH6T,3rd Party,03/09/2022 17:21,24.99,1,0,24.99,2.5
Home,"HPD Half Price Drapes Heritage Plush Velvet Curtains for Living Room 50 X 96 (1 Panel), VPYC-198594-96, Aquarius Blue",B07VQZQ4ZJ,Amazon.com,03/09/2022 17:12,61.09,1,0,61.09,6.11
Home,"HPD Half Price Drapes Heritage Plush Velvet Curtains for Living Room 50 X 96 (1 Panel), VPYC-198594-96, Aquarius Blue",B07VQZQ4ZJ,Amazon.com,03/09/2022 17:12,61.09,1,0,61.09,6.11
Home,Carfar Handicrafts Shabby Chic Country Style Rustic Metal Hanging Giant Cow Bells,B004T9Y7AM,3rd Party,03/09/2022 16:18,19.49,2,0,38.98,3.9
Home,"Deco 79 Traditional Polystone Horse Sculpture, 14"" x 4"" x 15"", Brown",B007DIDMU2,Amazon.com,03/09/2022 16:05,58.99,1,0,58.99,5.9
Home,WreathDream Artificial Fall Eucalyptus Leaves Stem Autumn Eucalyptus stem for Vase Arrangement Home Decor,B0B2BXGS6T,3rd Party,03/09/2022 16:04,19.99,1,0,19.99,2
Home,12 Pieces Invisible Plate Hangers Wall Plate Hangers Stainless Steel Decorative Wire Plate Hangers Holders in 3 Sizes with 12 Pieces Wall Hooks for De,B07XBKK1QD,3rd Party,03/09/2022 16:04,15.99,1,0,15.99,1.6
Home,"MGS 6 Pcs of 30.7 Inches Curly Willow Branches Artificial Twigs, Twisted Sticks Artificial Branches Bendable Iron Wires Stub Steml Plants Greenery Bro",B09GLL1TMY,3rd Party,03/09/2022 16:04,12.99,1,0,12.99,1.3
Clothing & Accessories,PJ PAUL JONES Mens Retro Polo Shirts Lapel Collar Button Down Short Sleeve Knit Shirts Indigo XXL,B09Q8DC2MF,3rd Party,03/09/2022 15:57,31.19,1,0,31.19,1.25
Home Improvement,"Kidde Carbon Monoxide Detector, AC Plug-In with Battery Backup, CO Alarm with Replacement Alert",B00M48BH30,Amazon.com,03/09/2022 15:34,20.46,1,0,20.46,2.05
Books & Textbooks,Every Summer After,593438531,Amazon.com,03/09/2022 13:49,10,1,0,10,0.45
Home Improvement,"Set of 2 Table Lamps for Bedroom, Bedside Touch Control Lamps with 2 USB Ports, Nightstand Table Lamp Set 3 Way Dimmable Lamps for Bedroom Living Room",B09N3PCWHN,3rd Party,03/09/2022 13:49,89.99,1,0,89.99,9
Home,"American Soft Linen, Bath Sheet 35 in 70 in, 100% Turkish Cotton, Jumbo Large Bath Towel Sheet, Premium Quality Luxury Towels for Bathroom, Soft Absor",B07ZS36CT2,3rd Party,03/09/2022 13:13,26.99,1,0,26.99,2.7
Home Improvement,"Franklin Brass Parow Kitchen Cabinet Knobs or Drawer Knobs, 10-Pack, Champagne Bronze, Cabinet Hardware, P29542Z-CZ-B",B085VNYQ38,Amazon.com,03/09/2022 12:20,17.51,0,1,-17.51,-1.75
Home,"BISSELL FeatherWeightâ Featherweight Stick Lightweight Bagless Vacuum with Crevice Tool, 2033M, Black",B081HQFJWZ,Amazon.com,03/09/2022 11:48,34.99,1,0,34.99,3.5
Health & Household,"Sambucol Black Elderberry Syrup Original Formula, 7.8 Ounce Bottle",B001ESA36I,Amazon.com,03/09/2022 11:01,11.24,3,0,33.72,0.33
Amazon Fresh Products,"365 Everyday Value, Organic Large Omega-3 Brown Grade A Eggs, 12 CT",B074H5J381,AmazonFresh,03/09/2022 10:57,3.99,1,0,3.99,0.04
Amazon Fresh Products,"Sargento Natural String Cheese Snacks, 12-Count",B01EIHD19C,AmazonFresh,03/09/2022 10:57,5.19,1,0,5.19,0.05
Amazon Fresh Products,"Shaved Brussels Sprouts, 12oz",B09GWC2K8J,AmazonFresh,03/09/2022 10:57,2.99,1,0,2.99,0.03
Home,"Touchless Automatic Soap Dispenser, Auto Liquid Soap Dispenser, Hands-Free Dish Soap Dispenser for Kitchen Bathroom Hotel,400ml White Automatic Sensor",B09SLKT3H3,3rd Party,03/09/2022 10:39,19.59,1,0,19.59,1.96
Home,"HIGHBIX Set of 3 Giant Harmony Cow Bells Huge Vintage Handmade Rustic Lucky Christmas Hanging XL Bells On Rope (Country Rustic, Large)",B09Y1ZDYGW,3rd Party,03/09/2022 08:31,32.3,0,1,-32.3,-3.23
Toys & Games,Creaides 12pcs Pumpkin Balloons Mylar Foil Fall Pumpkin Balloons for Baby Shower Birthday Fall Thanksgiving Party Decorations,B0B1VS9R32,3rd Party,03/09/2022 07:00,9.98,1,0,9.98,0.3
"Shoes, Handbags, Wallets, Sunglasses",Fur Mules for Women Leather Low Heel Loafers Pointed Toe Rabbit Furny Mule Flats Backless Slides,B08HHYW2LN,3rd Party,03/09/2022 06:20,56.97,1,0,56.97,2.28
Kitchen & Dining,"4 PCS 6.7 Inches Coffee Spoons, Stirring Spoons, Tea Spoons Long Handle, Gold Teaspoons, Gold Spoons, Ice Tea Spoons, Long Spoons for Stirring, Gold E",B091CHRKVH,3rd Party,03/09/2022 05:55,6.98,1,0,6.98,0.7
Home Improvement,"Kidde Carbon Monoxide Detector, AC Plug-In with Battery Backup, CO Alarm with Replacement Alert",B00M48BH30,Amazon.com,03/09/2022 02:42,14.28,1,0,14.28,1.43
Toys & Games,"Disguise Red Ranger Toddler Muscle Child Costume, Red, Size/(2T)",B079Z7L6KY,3rd Party,03/09/2022 01:47,36.3,1,0,36.3,1.09
Kitchen & Dining,"Set Of 10 Refrigerator Organizer Bins - 5 Wide and 5 Narrow Stackable Fridge Organizers for Freezer, Kitchen, Countertops, Cabinets - Clear Plastic Pa",B093TL4WMD,3rd Party,03/09/2022 00:43,24.99,0,1,-24.99,-2.5
"Shoes, Handbags, Wallets, Sunglasses",Nautica Kids Light Up Flashing Sneaker Athletic Lace-Up Running Shoes Boy Girl Little Kid Big Kid-Parks Buoy Lights-Pink Iridescent-11,B09DS7W5SM,3rd Party,02/09/2022 23:57,39.98,0,1,-39.98,-1.6
"Shoes, Handbags, Wallets, Sunglasses","Skechers Kids Girls Sparkle RAYZ Sneaker, Silver/Multi, 10.5 Little Kid",B094CQJ3PX,3rd Party,02/09/2022 23:57,39.24,0,1,-39.24,-1.57
Home,HUMINBO Pampas-Grass Pompous Dried Pampass Plants Fluffy Pompas Grasses 30 Stems Small Pompus Short Boho Decor,B099W297JR,3rd Party,02/09/2022 23:30,15.82,1,0,15.82,1.58
"Shoes, Handbags, Wallets, Sunglasses","Clarks Men's Hapsford Cove Fisherman Sandal, Black Tumbled Leather, 10",B08FCTXDBD,3rd Party,02/09/2022 22:31,69.81,0,1,-69.81,-2.79
Home,HUMINBO Coffee Table Decor Dried-Pampas-Grass Decor Fluffy-Pompas-Floral-50-Stems Small-Pompous-Bulk Natural-Pompus-Grasses-Short,B096ZGTQVK,3rd Party,02/09/2022 22:19,23.68,1,0,23.68,2.37
Pet Food & Supplies,"Milk-Bone Grain Free Dog Biscuits, 22 Ounce (Pack of 6)",B082BTX1WB,Amazon.com,02/09/2022 19:31,23.94,1,0,23.94,2.39
"Shoes, Handbags, Wallets, Sunglasses",Arqa Mules for Women Leather Slip On Mule Backless Low Heel Loafers Slide Slippers Black,B08HHYTM3P,3rd Party,02/09/2022 19:26,46.65,1,0,46.65,1.87
Home,"BEAUTYPEAK Wall Mounted Mirror, 20""x30"" Arch Bathroom Mirror, Black Vanity Wall Mirror w/ Metal Frame for Bedroom, Entryway, Living Room",B08YWZW137,3rd Party,02/09/2022 18:49,95.99,0,1,-95.99,-9.6
Home,"Vintage Farmhouse Wall Decor - Flower Bird Neutral Wall Art for Boho French Country Kitchen Bathroom, Rustic Bedroom Picture Poster Print, Beige Room ",B09Y44MZ17,3rd Party,02/09/2022 17:55,15.98,1,0,15.98,1.6
Kitchen & Dining,"Electric Salt and Pepper Grinder Set - Automatic, Refillable, Battery Operated Stainless Steel Spice Mills with Light - One Handed Push Button Pepperc",B07QNVRRFV,3rd Party,02/09/2022 17:18,26.59,1,0,26.59,2.66
